"","Human.GBM...peri.tumor.astrocytes","Human.GBM...peri.tumor.astrocytes.1","Human.GBM...peri.tumor.astrocytes.2","Human.GBM...peri.tumor.astrocytes.3","Human.sclerotic.hippocampi.astrocytes","Human.sclerotic.hippocampi.astrocytes.1","Human.sclerotic.hippocampi.astrocytes.2","Human.sclerotic.hippocampi.astrocytes.3","Human.fetal.astrocytes","Human.fetal.astrocytes.1","Human.fetal.astrocytes.2","Human.fetal.astrocytes.3","Human.fetal.astrocytes.4","Human.fetal.astrocytes.5","Human.mature.astrocytes","Human.mature.astrocytes.1","Human.mature.astrocytes.2","Human.mature.astrocytes.3","Human.mature.astrocytes.4","Human.mature.astrocytes.5","Human.mature.astrocytes.6","Human.mature.astrocytes.7","Human.mature.astrocytes.8","Human.mature.astrocytes.9","Human.mature.astrocytes.10","Human.mature.astrocytes.11","Human.Neurons","Human.Oligodendrocytes","Human.Oligodendrocytes.1","Human.Oligodendrocytes.2","Human.Oligodendrocytes.3","Human.Oligodendrocytes.4","Human.Microglia.Macrophage","Human.Microglia.Macrophage.1","Human.Microglia.Macrophage.2","Human.Endothelial","Human.Endothelial.1","Human.whole.cortex","Human.whole.cortex.1","Human.whole.cortex.2","Human.whole.cortex.3","Mouse.astrocytes.FACS","Mouse.astrocytes.FACS.1","Mouse.astrocytes.immunopanned","Mouse.astrocytes.immunopanned.1","Mouse.astrocytes.immunopanned.2","Mouse.astrocytes.immunopanned.3","Mouse.neurons","Mouse.neurons.1","Mouse.oligodendrocytes","Mouse.oligodendrocytes.1","Mouse.oligodendrocytes.2","Mouse.oligodendrocytes.3","Mouse.oligodendrocytes.4","Mouse.oligodendrocytes.5","Mouse.microglia","Mouse.microglia.1","Mouse.endothelial","Mouse.endothelial.1","Mouse.whole.brain","Mouse.whole.brain.1","Mouse.whole.brain.2"
"Mouse.astrocytes.immunopanned.2",0.578063973599439,0.690234820161747,0.762481683932372,0.673432005445091,0.244974522843463,0.599590597780053,0.853431216558252,0.431899354115636,0.715781084376838,0.584533517343143,0.679550867413332,0.685138919854945,0.642123943319181,0.65646338181235,0.177639807281305,0.270981694725206,0.00795840154521299,0.0685973086513355,0.669154665172521,0.0509817400373478,0.553681051938478,0.480686283652437,0.033920373474195,0.127935234809511,0.613316743564512,0.531185870368951,0.636484026084073,0.772481483085583,0.724045136270853,0.734470311122124,0.507184097544202,0.560188115630295,0.369928980019022,0.781609636086753,0.631800105206343,0.953818867405044,0.794621943896561,0.472939254050035,0.30371534148111,0.183669685118813,0.288045206467666,0.23091114262461,0.0532438385247883,0.00795840154521299,0.582021669182307,0,0.16792357897076,0.691221936192113,0.730144575154886,0.64902656508999,0.894373397094985,0.430270545480559,0.493198375095185,0.347324165889307,0.526365724766133,0.476587286906017,0.617009215572362,0.811638325585131,0.953818867405044,0.791095121633441,0.719754592093182,0.659791874732166
"Mouse.astrocytes.immunopanned.3",0.0769437119663298,0.696845834264799,0.836084349925712,0.71140935962762,0.523237380325099,0.00795840154521299,0.65646338181235,0.636484026084073,0.853431216558252,0.679550867413332,0.781803629150546,0.715781084376838,0.791803428303757,0.724045136270853,0.584533517343143,0.608621335196607,0.538302457001722,0.613316743564512,0.35409082647913,0.564440323274852,0.0940050785294825,0.652113621183319,0.380097998360872,0.397161510103332,0.46463300087154,0.177639807281305,0.823072042115905,0.499753992651297,0.423310833345387,0.412831645116776,0.531185870368951,0.544809520693538,0.620216463946563,0.894951608665378,0.673432005445091,0.75315953786741,0.66067035335615,0.161865391089539,0.183669685118813,0.492006963048895,0.11162064714347,0.537702388766688,0.196213990891412,0.0985292755043636,0.00795840154521299,0.16792357897076,0,0.953818867405044,0.894373397094985,0.680831953130409,0.811638325585131,0.59370200435173,0.447066366925611,0.509569903321081,0.463677455114779,0.347324165889307,0.376845085869713,0.617009215572362,0.747262316481954,0.650166710907923,0.702636850766114,0.713026833827817
"Mouse.neurons",0.823072042115905,0.429895156859237,0.233374257590606,0.508060245829792,0.608621335196607,0.781803629150546,0.44556529187268,0.456044480101291,0.0940050785294825,0.161865391089539,0.412831645116776,0.35409082647913,0.00795840154521299,0.145550803423499,0.65646338181235,0.75315953786741,0.631800105206343,0.696845834264799,0.685138919854945,0.691257781823186,0.912298475297917,0.813943889114735,0.715781084376838,0.652113621183319,0.742734363016139,0.894951608665378,0.0769437119663298,0.701941734571601,0.636484026084073,0.5887857249877,0.567304702263066,0.595255268731404,0.66067035335615,0.613316743564512,0.953818867405044,0.560188115630295,0.584533517343143,0.483700709870399,0.531185870368951,0.273334291708143,0.538615975261856,0.680831953130409,0.559348341181197,0.773977380306372,0.659791874732166,0.691221936192113,0.953818867405044,0,0.00795840154521299,0.605382339521153,0.430270545480559,0.617009215572362,0.509994196540237,0.570685005181752,0.627774525214538,0.691221936192113,0.750687779106576,0.459791465460965,0.493383108351069,0.196213990891412,0.376845085869713,0.23091114262461
"Mouse.neurons.1",0.813943889114735,0.0940050785294825,0.033920373474195,0.475112189100151,0.5887857249877,0.953818867405044,0.538615975261856,0.560188115630295,0.161865391089539,0.35409082647913,0.46463300087154,0.448962865858096,0.11162064714347,0.233374257590606,0.531185870368951,0.669154665172521,0.620216463946563,0.734470311122124,0.584533517343143,0.679550867413332,0.800931581304927,0.673432005445091,0.685138919854945,0.762481683932372,0.66494769362872,0.791803428303757,0.00795840154521299,0.724045136270853,0.599590597780053,0.690234820161747,0.604286006147958,0.715781084376838,0.636484026084073,0.652113621183319,0.831290755747274,0.483700709870399,0.412831645116776,0.273334291708143,0.595255268731404,0.508060245829792,0.567304702263066,0.605382339521153,0.671206789306167,0.650166710907923,0.59370200435173,0.730144575154886,0.894373397094985,0.00795840154521299,0,0.526605284729405,0.400749625500153,0.691221936192113,0.669417038556409,0.763587397244669,0.750687779106576,0.628636091623571,0.570685005181752,0.430270545480559,0.447066366925611,0.133226427237562,0.347324165889307,0.16792357897076
"Mouse.oligodendrocytes",0.00795840154521299,0.546564465305707,0.538615975261856,0.599590597780053,0.762481683932372,0.508060245829792,0.646473703948211,0.706313459320818,0.578063973599439,0.620216463946563,0.650680675492012,0.531185870368951,0.673432005445091,0.604286006147958,0.233374257590606,0.397161510103332,0.183669685118813,0.44556529187268,0.217599841398841,0.35409082647913,0.380097998360872,0.0769437119663298,0.475112189100151,0.483700709870399,0.2012852537328,0.273334291708143,0.6305403020594,0.690234820161747,0.831290755747274,0.813943889114735,0.624900384824292,0.800931581304927,0.584533517343143,0.553681051938478,0.560188115630295,0.679550867413332,0.734470311122124,0.772481483085583,0.834799975890941,0.685138919854945,0.714577511214834,0.347324165889307,0.582021669182307,0.628636091623571,0.559348341181197,0.64902656508999,0.680831953130409,0.605382339521153,0.526605284729405,0,0.00795840154521299,0.767805520433644,0.747262316481954,0.83342285061643,0.791095121633441,0.0985292755043636,0.133226427237562,0.639401401265747,0.691221936192113,0.509994196540237,0.493198375095185,0.463677455114779
"Mouse.oligodendrocytes.1",0.646473703948211,0.46463300087154,0.515807275432194,0.546564465305707,0.724045136270853,0.715781084376838,0.0509817400373478,0.762481683932372,0.217599841398841,0.412831645116776,0.110873868246358,0.2012852537328,0.127935234809511,0.508060245829792,0.491165471881048,0.595255268731404,0.599590597780053,0.66067035335615,0.499753992651297,0.573811765954882,0.429895156859237,0.642123943319181,0.671066555596962,0.71140935962762,0.286756110916971,0.75315953786741,0.35409082647913,0.604286006147958,0.772481483085583,0.66494769362872,0.553681051938478,0.624900384824292,0.685138919854945,0.523237380325099,0.578063973599439,0.326716145034507,0.620216463946563,0.813943889114735,0.853489202636227,0.800931581304927,0.831290755747274,0.671206789306167,0.713026833827817,0.719754592093182,0.788348724385334,0.894373397094985,0.811638325585131,0.430270545480559,0.400749625500153,0.00795840154521299,0,0.554313476955856,0.617009215572362,0.639401401265747,0.582365340351175,0.447066366925611,0.509994196540237,0.542976812955301,0.659791874732166,0.249639450502259,0.393640907314765,0.330653343660915
"Mouse.oligodendrocytes.2",0.531185870368951,0.734470311122124,0.641789783070482,0.646473703948211,0.100686312509142,0.475112189100151,0.217599841398841,0.0849118963173761,0.669154665172521,0.800931581304927,0.652113621183319,0.75315953786741,0.65646338181235,0.791803428303757,0.730098586372906,0.620204976456388,0.742734363016139,0.508060245829792,0.781803629150546,0.953818867405044,0.836084349925712,0.685138919854945,0.499753992651297,0.853431216558252,0.615869647407738,0.567304702263066,0.560188115630295,0.300708973152765,0.0509817400373478,0.033920373474195,0.0685973086513355,0.00795840154521299,0.691257781823186,0.706313459320818,0.634890062688431,0.584533517343143,0.552239625586443,0.380097998360872,0.44556529187268,0.429895156859237,0.5887857249877,0.730144575154886,0.719754592093182,0.410251995503933,0.894373397094985,0.430270545480559,0.59370200435173,0.617009215572362,0.691221936192113,0.767805520433644,0.554313476955856,0,0.00795840154521299,0.16792357897076,0.133226427237562,0.788348724385334,0.953818867405044,0.659791874732166,0.459791465460965,0.570685005181752,0.526365724766133,0.628636091623571
"Mouse.oligodendrocytes.3",0.46463300087154,0.715781084376838,0.894951608665378,0.573811765954882,0.183669685118813,0.429895156859237,0.300708973152765,0.143709651001276,0.652113621183319,0.742734363016139,0.546564465305707,0.646473703948211,0.608621335196607,0.669154665172521,0.71140935962762,0.531185870368951,0.781803629150546,0.631800105206343,0.706313459320818,0.823072042115905,0.567304702263066,0.912298475297917,0.515132587588053,0.953818867405044,0.538615975261856,0.813943889114735,0.685138919854945,0.00795840154521299,0.127935234809511,0.11162064714347,0.0940050785294825,0.0769437119663298,0.75315953786741,0.691257781823186,0.5887857249877,0.523438840766549,0.380097998360872,0.491165471881048,0.613316743564512,0.604286006147958,0.65646338181235,0.713026833827817,0.871083795895189,0.376845085869713,0.811638325585131,0.493198375095185,0.447066366925611,0.509994196540237,0.669417038556409,0.747262316481954,0.617009215572362,0.00795840154521299,0,0.133226427237562,0.0985292755043636,0.69224686770441,0.834927926784927,0.650166710907923,0.628636091623571,0.542976812955301,0.582365340351175,0.59370200435173
"Mouse.oligodendrocytes.4",0.44556529187268,0.754758177685402,0.672304847409544,0.834799975890941,0.475112189100151,0.273334291708143,0.499753992651297,0.300708973152765,0.862811348701189,0.894951608665378,0.853489202636227,0.843064027784956,0.8728111478544,0.88193930085557,0.819744298393309,0.552239625586443,0.825332350834921,0.578026453651327,0.70901843138368,0.597816462404254,0.624900384824292,0.686122233094594,0.570909867018556,0.608621335196607,0.666664930174436,0.661981009296706,0.830428251141723,0.110873868246358,0.233374257590606,0.217599841398841,0.2012852537328,0.183669685118813,0.953818867405044,0.912298475297917,0.604286006147958,0.593564254759697,0.523438840766549,0.00795840154521299,0.397161510103332,0.544809520693538,0.380097998360872,0.871083795895189,0.953818867405044,0.480048983340675,0.509994196540237,0.347324165889307,0.509569903321081,0.570685005181752,0.763587397244669,0.83342285061643,0.639401401265747,0.16792357897076,0.133226427237562,0,0.00795840154521299,0.894373397094985,0.59370200435173,0.68159677236787,0.554313476955856,0.728882881470871,0.627774525214538,0.850540591943499
"Mouse.oligodendrocytes.5",0.380097998360872,0.753792256340297,0.654958015764582,0.813943889114735,0.300708973152765,0.217599841398841,0.448962865858096,0.177639807281305,0.691257781823186,0.853431216558252,0.725002686066104,0.823072042115905,0.676654608038574,0.836084349925712,0.794621943896561,0.499753992651297,0.803944089961524,0.567304702263066,0.784196769045291,0.584533517343143,0.604286006147958,0.74942053159108,0.552239625586443,0.680861579582375,0.641789783070482,0.66059793299969,0.5887857249877,0.0509817400373478,0.161865391089539,0.145550803423499,0.127935234809511,0.110873868246358,0.894951608665378,0.624900384824292,0.685138919854945,0.620204976456388,0.46463300087154,0.523438840766549,0.560188115630295,0.531185870368951,0.475112189100151,0.811638325585131,0.894373397094985,0.393640907314765,0.476587286906017,0.526365724766133,0.463677455114779,0.627774525214538,0.750687779106576,0.791095121633441,0.582365340351175,0.133226427237562,0.0985292755043636,0.00795840154521299,0,0.834927926784927,0.64902656508999,0.680831953130409,0.542976812955301,0.671206789306167,0.605328880402939,0.719754592093182
"Mouse.microglia",0.145550803423499,0.567304702263066,0.599590597780053,0.730098586372906,0.803944089961524,0.286756110916971,0.595255268731404,0.813943889114735,0.5887857249877,0.631800105206343,0.546564465305707,0.573811765954882,0.604286006147958,0.636484026084073,0.326716145034507,0.680861579582375,0.448962865858096,0.46463300087154,0.386824473235034,0.515807275432194,0.217599841398841,0.538615975261856,0.691257781823186,0.499753992651297,0.491165471881048,0.412831645116776,0.734470311122124,0.65646338181235,0.696845834264799,0.642123943319181,0.794621943896561,0.742734363016139,0.0509817400373478,0.033920373474195,0.00795840154521299,0.508060245829792,0.685138919854945,0.836084349925712,0.894951608665378,0.823072042115905,0.853431216558252,0.559348341181197,0.493383108351069,0.582021669182307,0.23091114262461,0.476587286906017,0.347324165889307,0.691221936192113,0.628636091623571,0.0985292755043636,0.447066366925611,0.788348724385334,0.69224686770441,0.894373397094985,0.834927926784927,0,0.00795840154521299,0.509994196540237,0.605382339521153,0.659791874732166,0.750687779106576,0.767805520433644
"Mouse.microglia.1",0.217599841398841,0.584533517343143,0.631800105206343,0.738736578842666,0.843064027784956,0.560188115630295,0.680861579582375,0.853489202636227,0.531185870368951,0.595255268731404,0.608621335196607,0.5887857249877,0.538615975261856,0.567304702263066,0.448962865858096,0.694606544910964,0.0769437119663298,0.326716145034507,0.46463300087154,0.483700709870399,0.127935234809511,0.233374257590606,0.613316743564512,0.523438840766549,0.475112189100151,0.35409082647913,0.744324631284278,0.636484026084073,0.8728111478544,0.862811348701189,0.74942053159108,0.65646338181235,0.380097998360872,0.145550803423499,0.0509817400373478,0.652113621183319,0.834799975890941,0.894951608665378,0.953818867405044,0.88193930085557,0.912298475297917,0.459791465460965,0.400749625500153,0.627774525214538,0.284336602235457,0.617009215572362,0.376845085869713,0.750687779106576,0.570685005181752,0.133226427237562,0.509994196540237,0.953818867405044,0.834927926784927,0.59370200435173,0.64902656508999,0.00795840154521299,0,0.559348341181197,0.526605284729405,0.719754592093182,0.791095121633441,0.811638325585131
"Mouse.endothelial",0.724045136270853,0.161865391089539,0.177639807281305,0.35409082647913,0.679550867413332,0.636484026084073,0.608621335196607,0.673432005445091,0.508060245829792,0.553681051938478,0.499753992651297,0.491165471881048,0.429895156859237,0.412831645116776,0.696845834264799,0.836084349925712,0.66067035335615,0.791803428303757,0.631800105206343,0.75315953786741,0.523237380325099,0.5887857249877,0.853431216558252,0.781803629150546,0.823072042115905,0.624900384824292,0.546564465305707,0.44556529187268,0.515807275432194,0.604286006147958,0.642123943319181,0.573811765954882,0.11162064714347,0.0940050785294825,0.273334291708143,0.033920373474195,0.00795840154521299,0.701941734571601,0.8728111478544,0.706313459320818,0.646473703948211,0.788348724385334,0.59370200435173,0.953818867405044,0.730144575154886,0.811638325585131,0.617009215572362,0.459791465460965,0.430270545480559,0.639401401265747,0.542976812955301,0.659791874732166,0.650166710907923,0.68159677236787,0.680831953130409,0.509994196540237,0.559348341181197,0,0.00795840154521299,0.393640907314765,0.196213990891412,0.284336602235457
"Mouse.endothelial.1",0.912298475297917,0.183669685118813,0.412831645116776,0.217599841398841,0.701941734571601,0.679550867413332,0.715781084376838,0.781803629150546,0.429895156859237,0.499753992651297,0.2012852537328,0.386824473235034,0.531185870368951,0.286756110916971,0.772481483085583,0.894951608665378,0.673432005445091,0.813943889114735,0.641789783070482,0.762056308234313,0.5887857249877,0.604286006147958,0.953818867405044,0.66494769362872,0.88193930085557,0.646473703948211,0.492006963048895,0.326716145034507,0.46463300087154,0.560188115630295,0.652113621183319,0.507184097544202,0.538302457001722,0.44556529187268,0.456044480101291,0.0509817400373478,0.0769437119663298,0.669154665172521,0.624900384824292,0.620204976456388,0.679550867413332,0.69224686770441,0.69224686770441,0.791095121633441,0.747262316481954,0.953818867405044,0.747262316481954,0.493383108351069,0.447066366925611,0.691221936192113,0.659791874732166,0.459791465460965,0.628636091623571,0.554313476955856,0.542976812955301,0.605382339521153,0.526605284729405,0.00795840154521299,0,0.376845085869713,0.133226427237562,0.313857522215862
"Mouse.whole.brain",0.706313459320818,0.0509817400373478,0.397161510103332,0.127935234809511,0.66067035335615,0.853431216558252,0.423310833345387,0.546564465305707,0.033920373474195,0.143709651001276,0.380097998360872,0.11162064714347,0.412831645116776,0.00795840154521299,0.679550867413332,0.652113621183319,0.734470311122124,0.953818867405044,0.608621335196607,0.65646338181235,0.724045136270853,0.567304702263066,0.813943889114735,0.5887857249877,0.800931581304927,0.613316743564512,0.472939254050035,0.620216463946563,0.499753992651297,0.573811765954882,0.685138919854945,0.673432005445091,0.595255268731404,0.300708973152765,0.431899354115636,0.217599841398841,0.523237380325099,0.636484026084073,0.690234820161747,0.762481683932372,0.772481483085583,0.628636091623571,0.691221936192113,0.871083795895189,0.617009215572362,0.791095121633441,0.650166710907923,0.196213990891412,0.133226427237562,0.509994196540237,0.249639450502259,0.570685005181752,0.542976812955301,0.728882881470871,0.671206789306167,0.659791874732166,0.719754592093182,0.393640907314765,0.376845085869713,0,0.0532438385247883,0.00795840154521299
"Mouse.whole.brain.1",0.673432005445091,0.523237380325099,0.483700709870399,0.145550803423499,0.642123943319181,0.66067035335615,0.00795840154521299,0.492006963048895,0.380097998360872,0.531185870368951,0.0769437119663298,0.127935234809511,0.588868846391792,0.475112189100151,0.611185726530009,0.831290755747274,0.691257781823186,0.781609636086753,0.560188115630295,0.724045136270853,0.696845834264799,0.499753992651297,0.794621943896561,0.636484026084073,0.584533517343143,0.715781084376838,0.273334291708143,0.538302457001722,0.564440323274852,0.44556529187268,0.701941734571601,0.646473703948211,0.8728111478544,0.397161510103332,0.177639807281305,0.300708973152765,0.161865391089539,0.604286006147958,0.744324631284278,0.734470311122124,0.743792457187086,0.554313476955856,0.64902656508999,0.894373397094985,0.680831953130409,0.719754592093182,0.702636850766114,0.376845085869713,0.347324165889307,0.493198375095185,0.393640907314765,0.526365724766133,0.582365340351175,0.627774525214538,0.605328880402939,0.750687779106576,0.791095121633441,0.196213990891412,0.133226427237562,0.0532438385247883,0,0.0985292755043636
"Mouse.whole.brain.2",0.772481483085583,0.397161510103332,0.143709651001276,0.0509817400373478,0.800931581304927,0.714577511214834,0.567304702263066,0.611185726530009,0.475112189100151,0.0685973086513355,0.033920373474195,0.00795840154521299,0.300708973152765,0.127935234809511,0.624900384824292,0.492006963048895,0.584533517343143,0.694606544910964,0.573811765954882,0.646473703948211,0.685138919854945,0.523237380325099,0.650680675492012,0.578063973599439,0.604286006147958,0.599590597780053,0.217599841398841,0.813943889114735,0.690234820161747,0.725002686066104,0.953818867405044,0.853431216558252,0.546564465305707,0.483700709870399,0.499753992651297,0.44556529187268,0.326716145034507,0.743792457187086,0.671066555596962,0.66494769362872,0.6305403020594,0.582021669182307,0.542976812955301,0.650166710907923,0.69224686770441,0.659791874732166,0.713026833827817,0.23091114262461,0.16792357897076,0.463677455114779,0.330653343660915,0.628636091623571,0.59370200435173,0.850540591943499,0.719754592093182,0.767805520433644,0.811638325585131,0.284336602235457,0.313857522215862,0.00795840154521299,0.0985292755043636,0
