	celltype	cell
ola_mES_2i_3_90.counts	1.38130033988828	ola_mES_2i_3_90.counts
ola_mES_2i_3_91.counts	1.02139637653565	ola_mES_2i_3_91.counts
ola_mES_2i_3_92.counts	1.00646486987699	ola_mES_2i_3_92.counts
ola_mES_2i_3_96.counts	1.95270491496901	ola_mES_2i_3_96.counts
ola_mES_a2i_2_1.counts	1.03828237754681	ola_mES_a2i_2_1.counts
ola_mES_a2i_2_10.counts	1.00932744776856	ola_mES_a2i_2_10.counts
ola_mES_a2i_2_11.counts	1.00281718880925	ola_mES_a2i_2_11.counts
ola_mES_a2i_2_12.counts	1.01533595606515	ola_mES_a2i_2_12.counts
ola_mES_a2i_2_13.counts	1.10801868768849	ola_mES_a2i_2_13.counts
ola_mES_a2i_2_14.counts	1.01265793063452	ola_mES_a2i_2_14.counts
ola_mES_a2i_2_15.counts	1.02105366151905	ola_mES_a2i_2_15.counts
ola_mES_a2i_2_16.counts	1.01154876140298	ola_mES_a2i_2_16.counts
ola_mES_a2i_2_17.counts	1.02815085357157	ola_mES_a2i_2_17.counts
ola_mES_a2i_2_18.counts	1.04010912325115	ola_mES_a2i_2_18.counts
ola_mES_a2i_2_19.counts	1.03536600294567	ola_mES_a2i_2_19.counts
ola_mES_a2i_2_2.counts	1.14285669004449	ola_mES_a2i_2_2.counts
ola_mES_a2i_2_20.counts	1.00364449753455	ola_mES_a2i_2_20.counts
ola_mES_a2i_2_21.counts	1.06274653897769	ola_mES_a2i_2_21.counts
ola_mES_a2i_2_22.counts	1.02560076413828	ola_mES_a2i_2_22.counts
ola_mES_a2i_2_23.counts	1.02616700544796	ola_mES_a2i_2_23.counts
ola_mES_a2i_2_24.counts	1.0191616967515	ola_mES_a2i_2_24.counts
ola_mES_a2i_2_25.counts	1.19737580177335	ola_mES_a2i_2_25.counts
ola_mES_a2i_2_26.counts	1.0152671168637	ola_mES_a2i_2_26.counts
ola_mES_a2i_2_27.counts	1.04015695988505	ola_mES_a2i_2_27.counts
ola_mES_a2i_2_28.counts	1.02129847257568	ola_mES_a2i_2_28.counts
ola_mES_a2i_2_29.counts	1.01106656348596	ola_mES_a2i_2_29.counts
ola_mES_a2i_2_3.counts	1.01201127653893	ola_mES_a2i_2_3.counts
ola_mES_a2i_2_30.counts	1.01431854349947	ola_mES_a2i_2_30.counts
ola_mES_a2i_2_31.counts	1.02206679292542	ola_mES_a2i_2_31.counts
ola_mES_a2i_2_32.counts	1.01998354653942	ola_mES_a2i_2_32.counts
ola_mES_a2i_2_33.counts	1.00774243397548	ola_mES_a2i_2_33.counts
ola_mES_a2i_2_34.counts	1.00375208196785	ola_mES_a2i_2_34.counts
ola_mES_a2i_2_35.counts	1.04192095881378	ola_mES_a2i_2_35.counts
ola_mES_a2i_2_36.counts	1.02577006098024	ola_mES_a2i_2_36.counts
ola_mES_a2i_2_37.counts	1.021052273412	ola_mES_a2i_2_37.counts
ola_mES_a2i_2_38.counts	1.00451602244755	ola_mES_a2i_2_38.counts
ola_mES_a2i_2_39.counts	1.00320840106807	ola_mES_a2i_2_39.counts
ola_mES_a2i_2_4.counts	1.01851082349604	ola_mES_a2i_2_4.counts
ola_mES_a2i_2_40.counts	1.00855253599024	ola_mES_a2i_2_40.counts
ola_mES_a2i_2_41.counts	1.00797310862373	ola_mES_a2i_2_41.counts
ola_mES_a2i_2_42.counts	1.01927128969744	ola_mES_a2i_2_42.counts
ola_mES_a2i_2_43.counts	1.032083934645	ola_mES_a2i_2_43.counts
ola_mES_a2i_2_44.counts	1.03616142994606	ola_mES_a2i_2_44.counts
ola_mES_a2i_2_45.counts	1.01662732350963	ola_mES_a2i_2_45.counts
ola_mES_a2i_2_46.counts	1.18294546307305	ola_mES_a2i_2_46.counts
ola_mES_a2i_2_47.counts	1.00162770055178	ola_mES_a2i_2_47.counts
ola_mES_a2i_2_48.counts	1.02076884068417	ola_mES_a2i_2_48.counts
ola_mES_a2i_2_49.counts	1.0162691877613	ola_mES_a2i_2_49.counts
ola_mES_a2i_2_5.counts	1.00573939841811	ola_mES_a2i_2_5.counts
ola_mES_a2i_2_50.counts	1.00410626411185	ola_mES_a2i_2_50.counts
ola_mES_a2i_2_51.counts	1.01058240840091	ola_mES_a2i_2_51.counts
ola_mES_a2i_2_52.counts	1.0188144918556	ola_mES_a2i_2_52.counts
ola_mES_a2i_2_53.counts	1.01271813749284	ola_mES_a2i_2_53.counts
ola_mES_a2i_2_54.counts	1.00806877920365	ola_mES_a2i_2_54.counts
ola_mES_a2i_2_55.counts	1.17045468291212	ola_mES_a2i_2_55.counts
ola_mES_a2i_2_56.counts	1.08119135338309	ola_mES_a2i_2_56.counts
ola_mES_a2i_2_57.counts	1.01229743574164	ola_mES_a2i_2_57.counts
ola_mES_a2i_2_59.counts	1.01530284651783	ola_mES_a2i_2_59.counts
ola_mES_a2i_2_6.counts	1.11188759235457	ola_mES_a2i_2_6.counts
ola_mES_a2i_2_60.counts	1.093596188567	ola_mES_a2i_2_60.counts
