cells,0,1,2,3,4,5,6,7,8,9,batch,celltype
ola_mES_2i_3_21.counts,-41.95811,102.13983,1.5370066,-23.854063,40.9924,15.073343,14.6712675,3.5178204,9.112561,-0.041402865,batch3,2i
ola_mES_2i_3_23.counts,-50.95516,76.57096,-4.139222,-25.772758,30.551386,-17.839119,30.263027,40.164993,0.5433716,16.443293,batch3,2i
ola_mES_2i_3_25.counts,-39.66993,80.53911,42.95828,-49.4735,0.22143883,35.031094,9.313568,7.9762444,11.630278,2.7557602,batch3,2i
ola_mES_2i_3_26.counts,-33.616417,100.11767,12.2490015,7.5032434,10.026129,40.70778,28.283026,-20.490604,-12.099855,20.038277,batch3,2i
ola_mES_2i_3_28.counts,-45.37295,79.790855,-14.732908,-14.854531,35.398266,-23.392714,13.862858,14.817824,-35.70878,-12.82814,batch3,2i
ola_mES_2i_3_30.counts,-40.530262,53.590225,36.2288,-73.132195,6.579478,-15.358948,32.59147,18.338797,-6.7781878,11.970479,batch3,2i
ola_mES_2i_3_31.counts,-39.420376,114.91113,27.757586,8.479586,17.187227,61.080135,-11.70897,-30.69533,-35.68631,-5.3843102,batch3,2i
ola_mES_2i_3_33.counts,-15.506819,93.12787,47.184944,-10.550796,26.16545,84.47912,-32.394382,96.3351,6.458176,-2.8278806,batch3,2i
ola_mES_2i_3_36.counts,-35.655766,93.24696,11.351503,-18.892359,31.624247,6.163696,9.339751,8.995806,-28.414406,-24.385565,batch3,2i
ola_mES_2i_3_37.counts,-38.05747,100.012985,19.270456,-18.85173,27.395498,25.407757,2.187626,33.12052,-16.924482,-22.165789,batch3,2i
ola_mES_2i_3_38.counts,-24.222717,111.44931,62.98083,2.187912,21.766806,77.12043,-10.935332,-26.140263,-36.488483,24.389923,batch3,2i
ola_mES_2i_3_39.counts,-7.877776,114.554344,33.976246,17.972303,37.158825,112.71463,-50.455154,124.10924,36.516098,-5.1480927,batch3,2i
ola_mES_2i_3_4.counts,-44.25332,86.769394,3.6816404,-18.58905,28.000107,-9.018333,29.865152,2.0845885,-28.365395,-2.294015,batch3,2i
ola_mES_2i_3_41.counts,-40.800915,53.032845,46.438267,-79.44506,4.0161376,8.307704,27.342316,5.0182295,-0.8161408,-0.21817341,batch3,2i
ola_mES_2i_3_42.counts,-43.280174,97.161514,7.6690407,-27.538687,34.23869,18.9054,25.591475,-2.4985893,3.7722383,-2.1163917,batch3,2i
