cells,0,1,2,3,4,5,6,7,8,9,batch,celltype
ola_mES_2i_3_46.counts,85.405945,8.602358,17.964367,-17.276682,-7.143317,-13.8097,8.653166,5.489588,-12.331864,5.8450756,batch3,2i
ola_mES_2i_3_47.counts,79.74476,5.2246494,-9.460368,-14.293973,-33.758965,7.373685,3.2627409,3.7215896,-2.3091989,-3.6513202,batch3,2i
ola_mES_2i_3_49.counts,71.109825,1.513752,-1.7678703,-10.300718,-26.04195,-15.295183,-5.6099167,-8.456644,-17.809246,11.662398,batch3,2i
ola_mES_2i_3_5.counts,97.3928,-19.466684,-10.280875,12.739492,-32.22961,10.564796,6.3066425,6.3062563,8.467004,18.655134,batch3,2i
ola_mES_2i_3_52.counts,123.70776,-26.475601,17.988058,44.910397,25.565937,-1.4394864,-10.026968,0.6516175,10.624382,6.6569767,batch3,2i
ola_mES_2i_3_54.counts,38.32326,86.45987,-4.73823,-47.302578,-26.009462,13.918561,-10.683856,-0.1501981,1.2169707,-21.317188,batch3,2i
ola_mES_2i_3_56.counts,102.2108,-22.919586,13.433765,17.472076,2.3305674,-1.8813666,-4.5810633,-1.8175435,9.814588,18.05924,batch3,2i
ola_mES_2i_3_57.counts,91.85045,9.748745,-10.144566,-12.612211,-26.138401,18.622915,-3.3147063,-19.742844,16.402702,-1.68946,batch3,2i
ola_mES_2i_3_58.counts,68.2086,-16.554565,5.452209,-18.367842,-36.717133,24.365622,31.581882,8.483698,17.210323,-2.3088243,batch3,2i
ola_mES_2i_3_6.counts,66.97205,8.117587,-8.833273,-15.192878,-41.69678,26.273802,9.294317,6.6035357,7.0777936,-15.866884,batch3,2i
ola_mES_2i_3_62.counts,91.810104,-6.4666176,-7.764809,3.9298153,-15.129479,38.30246,4.9866056,26.121204,19.467495,-10.695354,batch3,2i
ola_mES_2i_3_65.counts,99.79329,0.68746185,2.5087826,-4.789082,-24.306858,11.978993,28.379103,8.157423,8.681324,-4.86222,batch3,2i
ola_mES_2i_3_66.counts,48.231064,21.112764,2.5023293,-38.009903,-22.19426,35.226425,20.246565,13.642971,19.418165,-42.04968,batch3,2i
ola_mES_2i_3_69.counts,86.75535,21.15039,13.419514,12.003054,-6.550841,1.435342,-2.1596494,1.8717945,7.2233105,-13.032828,batch3,2i
ola_mES_2i_3_7.counts,100.97172,-9.289728,-7.537279,11.423509,-20.282368,-6.3089104,-0.13961029,5.107354,-14.370166,22.661928,batch3,2i
ola_mES_2i_3_73.counts,93.30315,50.81933,38.810703,-18.824047,31.674194,-40.574154,13.387808,-12.861235,-10.024795,15.221535,batch3,2i
ola_mES_2i_3_76.counts,138.01495,-34.751724,64.1118,58.146416,87.9076,-29.193052,-0.119095206,1.0274013,12.56751,1.471994,batch3,2i
ola_mES_2i_3_77.counts,73.69647,-6.79582,-11.88353,-0.21930821,-38.631203,25.289566,9.45688,1.8159723,19.985228,-0.62979615,batch3,2i
ola_mES_2i_3_78.counts,98.892334,-17.848003,34.111446,23.652966,60.794556,-40.163372,-1.3765368,-4.1424174,-20.430836,-4.2383194,batch3,2i
ola_mES_2i_3_79.counts,114.99289,-16.470654,6.5542507,2.085351,-28.214334,19.53532,-1.82853,0.30756631,17.272734,5.2483788,batch3,2i
ola_mES_2i_3_8.counts,108.5874,4.496681,33.537365,17.346195,45.070312,-16.466711,3.9989707,0.94282645,-4.140957,-16.382235,batch3,2i
ola_mES_2i_3_80.counts,61.028763,-19.573277,-2.3578923,-8.411196,-22.5858,23.156078,-4.059402,-0.728281,6.009887,-16.208395,batch3,2i
ola_mES_2i_3_82.counts,78.7358,40.89386,-1.4372053,-37.008274,-32.356133,4.3585095,-17.211498,27.342802,-9.082552,-14.345784,batch3,2i
ola_mES_2i_3_83.counts,33.260666,73.41735,0.4123776,-29.730236,8.27925,20.868647,-9.879323,0.35693008,7.1389604,-13.63599,batch3,2i
ola_mES_2i_3_84.counts,93.561905,-1.5419235,-8.1738405,-5.2862716,-27.470985,14.898158,-8.535799,1.8039216,-9.751922,-7.836645,batch3,2i
ola_mES_2i_3_87.counts,89.01406,11.037355,7.6325727,-23.993063,-23.574133,-1.6750839,3.4593391,14.357966,-3.228889,6.8391724,batch3,2i
ola_mES_2i_3_88.counts,83.286125,25.840816,-18.44827,-25.778791,-36.682423,1.5993501,-0.2659527,-5.5353107,-14.174282,-0.88692975,batch3,2i
ola_mES_2i_3_90.counts,73.40225,-5.9955273,-11.552983,-4.3982067,-33.631264,11.96823,18.029036,-12.841858,13.405018,-4.471682,batch3,2i
ola_mES_2i_3_91.counts,72.20418,3.1486788,-18.375582,-11.449028,-37.784473,17.785233,10.422433,-18.164753,18.188858,-12.0782385,batch3,2i
ola_mES_2i_3_92.counts,86.84297,-4.6911373,-1.8643227,-9.185722,-19.281631,5.4260826,5.0911264,-21.120949,-0.015139401,1.0350409,batch3,2i
ola_mES_2i_3_96.counts,69.17318,56.03218,2.654941,-18.829071,-28.080853,3.87718,-20.799488,8.322827,3.5499406,4.139708,batch3,2i
ola_mES_a2i_2_1.counts,91.47812,1.0880203,-8.188477,-11.529717,-39.745537,-2.3336234,-2.46675,-0.65518403,-10.678128,9.454426,batch2,a2i
ola_mES_a2i_2_10.counts,92.328995,38.044083,10.300407,-20.290445,13.572787,17.52362,-17.700281,10.466193,23.405508,-3.438196,batch2,a2i
ola_mES_a2i_2_11.counts,62.921337,26.101593,-18.150934,-26.218513,-31.436722,15.047731,-3.6642354,-10.892624,-3.0401444,-7.036488,batch2,a2i
ola_mES_a2i_2_12.counts,61.544,-15.409874,-28.416517,-4.1262827,-40.627777,16.285755,-1.3828553,-2.9324524,-10.385059,4.3112564,batch2,a2i
ola_mES_a2i_2_13.counts,51.589546,14.231108,-14.983218,-22.319405,-35.431152,4.0530677,4.999257,-14.234844,-1.8732644,-17.383196,batch2,a2i
ola_mES_a2i_2_14.counts,94.39294,25.44907,69.26586,22.349123,72.2252,-29.005806,5.1034837,-24.310469,22.207539,-33.132618,batch2,a2i
